"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"EXTRACTED/4042/0";"If the role name does not match the role name in OneLogin, Foxit will not be able to automatically assign licenses to users. ";"如果角色名称与OneLogin中的角色名称不匹配， 福昕将无法自动为用户分配授权。";"";""
"EXTRACTED/4043/0";"When a product associated with the role is updated, any new users added to the role later will automatically be assigned the updated product. This change will not affect any of the previously added users.";"当与该角色关联的产品更新时，稍后添加到该角色的新用户将自动分配更新后的产品。此更改不会影响先前添加的任何用户。";"";""
"EXTRACTED/4044/0";"Create role connections";"创建角色连接";"";""
"EXTRACTED/4045/0";"Role name";"角色名称";"";""
"EXTRACTED/4046/0";"You can add up to 10 groups and associate each role with licenses for the products. Please note that if the role name does not match the role name in OneLogin, Foxit will not be able to automatically assign licenses to users.";"您可以添加最多10个组，并将每个角色与产品的授权关联起来。请注意，如果角色名称与OneLogin中的角色名称不匹配， 福昕将无法自动为用户分配授权。";"";""
"EXTRACTED/4047/0";"Please enter to confirm the role name";"请输入以确认角色名称";"";""
"EXTRACTED/4048/0";"Role name in OneLogin";"OneLogin中的角色名称";"";""
"EXTRACTED/4049/0";"OneLogin automatic management";"OneLogin自动管理";"";""
"EXTRACTED/4050/0";"Once the configuration is removed, the Admin Console will no longer assign licenses to users added to this role. However, users who have already been synchronized into the role will not be affected. Are you sure you want to delete the role connections?";"一旦配置被移除，Admin Console将不再向添加到此角色的用户分配授权。然而，已经同步到该角色的用户将不受影响。您确定要删除角色连接吗？";"";""
"EXTRACTED/4051/0";"Add role connection";"添加角色连接";"";""
"EXTRACTED/4052/0";"The total number of {{LicenseName}} licenses that administrators can assign to the group members.";"管理员可以分配给组成员的{{LicenseName}}授权总数。";"";""
"EXTRACTED/4053/0";"Total number of users in the group who can be assigned {{LicenseName}} licenses.";"组中可以分配{{LicenseName}}授权的用户总数。";"";""
"EXTRACTED/4054/0";"Default sync for all users with the domain after verification";"验证后默认同步所有带有该域名的用户";"";""
"EXTRACTED/4055/0";"If you uncheck this option, the users with the same domain in the Foxit System will be removed from Admin Console. Please confirm if you want to proceed with unchecking this option.";"如果取消选中此选项，福昕系统中具有相同域的用户将从管理控制台中移除。请确认是否要继续取消选中此选项。";"";""
"EXTRACTED/4056/0";"Foxit PDF Editor Premium Configuration";"Foxit PDF Editor Premium配置";"";""
"EXTRACTED/4057/0";"Upon selection, accounts with the same domain in the Foxit System will be automatically synchronized to the Admin Console.";"选择后，在福昕系统中具有相同域的帐户将自动同步到管理控制台。";"";""
"EXTRACTED/4058/0";"Adding domain to directory.";"将域添加到目录。";"";""
"EXTRACTED/4059/0";"Removing the domain of the directory";"删除目录的域名";"";""
"EXTRACTED/4060/0";"Domain {{DomainName}} has been removed.";"领域 {{DomainName}} 已被移除。";"";""
"EXTRACTED/4061/0";"Product Details";"产品详情";"";""
"EXTRACTED/4062/0";"This section provides a detailed overview.";"本节提供了详细的概述。";"";""
"EXTRACTED/4063/0";"SMS Used/Total";"已使用的SMS";"";""
"EXTRACTED/4064/0";"User Notification (SMS/Text)";"用户通知（SMS/文本）";"";""
"EXTRACTED/4065/0";"TFA Used/Total";"已使用的TFA";"";""
"EXTRACTED/4066/0";"Two-Factor Authentication";"双因素认证";"";""
"EXTRACTED/4067/0";"KBA Used/Total";"已使用的KBA";"";""
"EXTRACTED/4068/0";"Knowledge-Based Authentication";"Knowledge-Based Authentication";"";""
"EXTRACTED/4069/0";"Some product licenses are expiring soon.";"该产品的一些授权即将到期。";"";""
"EXTRACTED/4070/0";"Click here to get installation packages for different orders.";"点击这里获取不同订单的安装包。";"";""
"EXTRACTED/4071/0";"Licenses Used/Total";"已使用授权数/总数";"";""
"EXTRACTED/4072/0";"The total number of user licenses assigned by administrators. / The total number of user licenses of the order you can assign.";"管理员分配的用户授权总数。/您可以分配的订单的用户授权总数。";"";""
"EXTRACTED/4073/0";"eSign Envelopes Used/Total";"已使用的电子签名信封";"";""
"EXTRACTED/4074/0";"eSign Documents Used/Total";"使用的电子签名文件";"";""
"EXTRACTED/4075/0";"Total number of envelopes that your users have used. / The total number of envelopes purchased by your organization.";"您的用户已使用的信封总数。/ 您的组织购买的信封总数。";"";""
"EXTRACTED/4076/0";"Total number of documents that your users have used. / The total number of documents purchased by your organization.";"您的用户使用过的文档总数。/ 您的组织购买的文档总数。";"";""
"EXTRACTED/4077/0";"eSign Quota Used/Total";"已使用的电子签名配额";"";""
"EXTRACTED/4078/0";"Total number of eSign quota that your users have used. / The total number of eSign quota purchased by your organization.";"您的用户已经使用的 eSign 配额总数。/ 您的组织购买的 eSign 配额总数。";"";""
"EXTRACTED/4079/0";"Total number of text translate quota that your users have used. / The total number of text translate quota purchased by your organization.";"您的用户已经使用的文本翻译配额总数。/ 您的组织购买的文本翻译配额总数。";"";""
"EXTRACTED/4080/0";"Total number of document translate quota that your users have used. / The total number of document translate quota purchased by your organization.";"您的用户已经使用的文档翻译配额总数。/ 您的组织购买的文档翻译配额总数。";"";""
"EXTRACTED/4081/0";"The total number of envelopes purchased by your organization.";"您的组织购买的信封总数。";"";""
"EXTRACTED/4082/0";"The total number of documents purchased by your organization.";"您的组织购买的文件总数。";"";""
"EXTRACTED/4083/0";"The total number of user licenses of the order you can assign.";"您可以分配的订单用户授权总数。";"";""
"EXTRACTED/4084/0";"Text translate quota used/Total (character-based)";"文本翻译配额已使用/总数（基于字符）";"";""
"EXTRACTED/4085/0";"Document translate quota used/Total (page-based)";"文件翻译配额已使用/总数（基于页面）";"";""
"EXTRACTED/4086/0";"Configuration for Smart Redact Server";"Smart Redact Server的配置";"";""
"EXTRACTED/4087/0";"Total storage space";"总存储空间";"";""
"EXTRACTED/4088/0";"Smart Redact Server";"Smart Redact Server";"";""
"EXTRACTED/4089/0";"Storage Space";"存储空间";"";""
"EXTRACTED/4090/0";"Sync from directory";"从目录同步";"";""
"EXTRACTED/4091/0";"Please agree to the policy of automatically synchronizing users. If the license quota is insufficient, the system will automatically revoke user licenses.";"请同意自动同步用户的政策。如果授权配额不足，系统将自动收回用户授权。";"";""
"EXTRACTED/4092/0";"Sync users from directory";"从目录同步用户";"";""
"EXTRACTED/4093/0";"Select to auto-sync users directly from the directory. Synchronization may take some time. Please be patient and the synchronization results can be viewed in the Bulk Operation Results.";"从目录中选择自动同步用户。同步可能需要一些时间。请耐心等待，同步结果可以在批量操作结果中查看。";"";""
"EXTRACTED/4094/0";"Select directory";"选择目录";"";""
"EXTRACTED/4095/0";"No directory can be synchronized.";"没有目录可以同步";"";""
"EXTRACTED/4096/0";"Directly synchronize the entire directory";"直接同步整个目录。";"";""
"EXTRACTED/4097/0";"Synchronize only specific groups";"仅同步特定的组。";"";""
"EXTRACTED/4098/0";"Sync";"同步";"";""
"EXTRACTED/4099/0";"Agree";"同意";"";""
"EXTRACTED/4100/0";"Select Groups";"选择组";"";""
"EXTRACTED/4101/0";"Select the groups you want to synchronize to the Custom Organization.";"选择您想要同步到自定义组织的组。";"";""
"EXTRACTED/4102/0";"Please select groups";"请选择组。";"";""
"EXTRACTED/4103/0";"Synchronize from directory {{name}}.";"从目录 {{name}} 同步。";"";""
"EXTRACTED/4104/0";"Synchronization in progress, please refresh to obtain synchronization results.";"同步进行中，请刷新以获取同步结果。";"";""
"EXTRACTED/4105/0";"Users synced from third parties cannot be moved.";"从第三方同步的用户无法移动。";"";""
"EXTRACTED/4106/0";"Users synced from third parties cannot be deleted.";"从第三方同步的用户无法被删除。";"";""
"EXTRACTED/4107/0";"Auto-sync results";"自动同步结果";"";""
"EXTRACTED/4108/0";"The Admin Console retains synchronization records for only the past month.";"管理员控制台仅保留最近一个月的同步记录。";"";""
"EXTRACTED/4109/0";"Object name";"对象名称";"";""
"EXTRACTED/4110/0";"Initiated by";"发起人";"";""
"EXTRACTED/4111/0";"Started";"已开始";"";""
"EXTRACTED/4112/0";"This metric exclusively measures the number of licensed users within the organization. It should be noted that the licensed users are calculated separately from the organization";"该指标专门衡量组织内的授权用户数量。值得注意的是，授权用户是单独计算的，与组织预定义的授权配额限制不同。";"";""
"EXTRACTED/4113/0";"Trial Application Management:";"试用申请管理:";"";""
"EXTRACTED/4114/0";"You can configure settings to enable verified domain users within your organization to request trial access to the Admin Console.";"您可以配置设置以允许组织内已验证域名的用户申请试用Admin Console的访问权限。";"";""
"EXTRACTED/4115/0";"Select domain";"选择域名";"";""
"EXTRACTED/4116/0";"Domain List";"域名列表";"";""
"EXTRACTED/4117/0";"(N/A)";"(N/A)";"";""
"EXTRACTED/4118/0";"Renew Licenses";"续订授权";"";""
"EXTRACTED/4119/0";"Your {{productName}} is about to expire. Please renew your licenses.";"您的 {{productName}} 即将到期。请续订您的授权。";"";""
"EXTRACTED/4120/0";"Your {{productName}} is about to expire. Please have super administrator to update your licenses.";"您的 {{productName}} 即将到期。请让超级管理员更新您的授权。";"";""
